,id_colonia,colonia_hechos,safety_degree,ranking
558,154,AREA FEDERAL COMPLEJO DE TELEFONIA (CONTEL S.C.T.),94.2,559
559,1203,ROMERO DE TERREROS,94.18,560
560,604,HACIENDAS DE COYOACÁN,94.17,561
561,474,EL RELOJ,94.17,562
562,761,LA VIGA,94.17,563
563,681,JOSÉ MARIA PINO SUÁREZ,94.17,564
564,1434,SIMÓN BOLÍVAR,94.16,565
565,223,BARRIO SAN MIGUEL,94.16,566
566,1089,POTRERILLO,94.15,567
567,1209,SACRAMENTO,94.15,568
568,1059,PEÑA ALTA,94.13,569
569,1125,PUEBLO NUEVO,94.13,570
570,851,LOMAS QUEBRADAS,94.12,571
571,836,LOMAS DE TARANGO,94.11,572
572,862,LOS GIRASOLES,94.1,573
573,208,BARRIO OXTOPULCO UNIVERSIDAD,94.1,574
574,323,CHICHICASPATL,94.1,575
575,961,NIÑOS HÉROES,94.09,576
576,718,LA GUADALUPANA,94.09,577
577,901,MAXIMINO ÁVILA CAMACHO,94.09,578
578,202,BARRIO LA FAMA,94.09,579
579,115,AMPLIACIÓN LOMAS DE SAN BERNABÉ,94.08,580
580,279,CAMINO REAL DE TETELPAN,94.08,581
581,494,EMILIANO ZAPATA 1A SECCION,94.07,582
582,487,EL TORO,94.05,583
583,1185,RINCON DEL BOSQUE,94.05,584
584,775,LAS CRUCES,94.04,585
585,813,LOMAS DE CUILOTEPEC,94.04,586
586,436,EL CARACOL,94.03,587
587,922,MINA LOS COYOTES,94.03,588
588,656,JALALPA EL GRANDE 1ER. REACOMODO,94.03,589
589,455,EL MIRADOR (SANTIAGO TULYEHUALCO),94.01,590
590,1315,SAN MIGUEL 1 SECCION,94.01,591
591,15,2A AMPLIACIÓN EL PIRU,94.0,592
592,13,24 DE ABRIL,93.99,593
593,958,NEXTENGO,93.99,594
594,543,FERROCARRILERA,93.97,595
595,1009,PARAJE TETENCO,93.96,596
596,737,LA NAVIDAD,93.94,597
597,661,JARDINES DE COYOACÁN,93.94,598
598,311,CENTRAL DE AUTOBUSES DEL SUR TAXQUEÑA,93.92,599
599,99,AMPLIACIÓN CARACOL,93.92,600
600,1521,UNIDAD CUITLAHUAC,93.91,601
601,950,NARCISO MENDOZA SUPER MANZANA 2 VILLA COAPA,93.89,602
602,195,BARRIO DEL NIÑO JESÚS,93.86,603
603,1071,PLANETARIO LINDAVISTA,93.86,604
604,1471,TEXCALTENCO,93.85,605
605,484,EL TANQUE,93.85,606
606,181,AVIACIÓN CIVIL,93.84,607
607,930,MIXCOATL,93.84,608
608,1019,PARQUE SAN ANDRÉS,93.84,609
609,1027,PATRIMONIO FAMILIAR,93.84,610
610,642,INSURGENTES CUICUILCO,93.84,611
611,293,CAPULTITLAN,93.82,612
612,163,ARENAL 3A SECCIÓN,93.81,613
613,1063,PILARES AGUILAS,93.81,614
614,1523,UNIDAD HAB. LOMAS DE SOTELO,93.81,615
615,201,BARRIO LA CONCEPCIÓN TLACOAPA,93.8,616
616,118,AMPLIACIÓN NAPOLES,93.78,617
617,199,BARRIO LA ASUNCIÓN,93.78,618
618,804,LOMAS ALTAS DE PADIERNA SUR,93.78,619
619,444,EL ERMITAÑO,93.78,620
620,763,LAGO NORTE,93.77,621
621,616,HUICHAPAN,93.77,622
622,1612,ZAPOTLA,93.77,623
623,1093,PQUE ECOLOGICO IND. TECNOLOGICO DE LA CIUDAD DE M?XICO (FINSA),93.77,624
624,126,AMPLIACIÓN PROVIDENCIA,93.76,625
625,166,ARENAL TEPEPAN,93.76,626
626,907,MESA DE LOS HORNOS,93.75,627
627,32,7 DE JULIO,93.75,628
628,1572,VILLA DE ARAGÓN,93.74,629
629,1154,REAL DEL MORAL,93.73,630
630,122,AMPLIACIÓN PILOTO ADOLFO LÓPEZ MATEOS,93.73,631
631,692,LA ARAÑA,93.72,632
632,66,ALBARRADA,93.72,633
633,263,BUENOS AIRES,93.72,634
634,1197,RINCÓN DE LA BOLSA,93.7,635
635,1265,SAN JOSÉ DE LOS CEDROS,93.69,636
636,1016,PARQUE NACIONAL BOSQUE DEL PEDREGAL,93.69,637
637,1405,SANTA URSULA COAPA,93.69,638
638,1091,POTRERO DE SAN BERNARDINO,93.68,639
639,538,FEDERAL,93.68,640
640,1421,SAUZALES CEBADALES,93.66,641
641,989,OLIVAR DE LOS PADRES,93.66,642
642,837,LOMAS DE TEPEMECATL,93.65,643
643,1033,PEDREGAL DE LA ZORRA,93.65,644
644,866,LOS PICOS DE IZTACALCO SECCIÓN 1A,93.65,645
645,668,JARDINES DEL SUR,93.64,646
646,734,LA MARTINICA II,93.63,647
647,1486,TLACUITLAPA,93.63,648
648,464,EL OCOTAL,93.62,649
649,1318,SAN MIGUEL AMANTLA,93.62,650
650,102,AMPLIACIÓN DANIEL GARZA,93.62,651
651,345,COLTONGO,93.61,652
652,943,MOSCO CHINAMPA,93.61,653
653,1123,PUEBLO LA CANDELARIA,93.61,654
654,1329,SAN NICOLÁS TOTOLAPAN,93.61,655
655,806,LOMAS DE BECERRA,93.59,656
656,1517,U.H. TLALTEPA,93.59,657
657,939,MONTE ALTO,93.58,658
658,247,BONANZA,93.58,659
659,1051,PENSIL SUR,93.57,660
660,578,GOLONDRINAS 1A SECCIÓN,93.56,661
661,876,LOS ÁNGELES (VILLA MILPA ALTA),93.56,662
662,127,AMPLIACIÓN RICARDO FLORES MAGÓN,93.54,663
663,409,DESARROLLO URBANO EL PIRU,93.53,664
664,536,FAJA DE ORO,93.52,665
665,1258,SAN JERÓNIMO MIACATLÁN,93.51,666
666,1490,TLALPAN CENTRO II,93.51,667
667,1542,VALLE DE MADERO,93.5,668
668,1099,PRADOS DE COYOACÁN,93.5,669
669,333,CIUDAD JARDÍN,93.48,670
670,802,LOMA LA PALMA,93.46,671
671,1601,XOCHIMILCO,93.46,672
672,136,AMPLIACIÓN VENUSTIANO CARRANZA,93.45,673
673,1493,TLAPECHICO,93.43,674
674,1488,TLALMILLE,93.43,675
675,1469,TETELPAN,93.42,676
676,583,GRANJAS COAPA,93.41,677
677,356,COOPERATIVA BIATLON,93.39,678
678,239,BELISARIO DOMÍNGUEZ,93.39,679
679,1366,SANTA CRUZ,93.38,680
680,332,CIUDAD DE LOS DEPORTES,93.37,681
681,1326,SAN NICOLÁS 2,93.37,682
682,157,AREA FEDERAL PARQUE CUITLAHUAC,93.37,683
683,1005,PARAJE 38,93.37,684
684,1394,SANTA MARTHA (VILLA MILPA ALTA),93.36,685
685,437,EL CENTINELA,93.36,686
686,43,ACUEDUCTO,93.36,687
687,470,EL PIRU SANTA FE,93.35,688
688,1087,PORVENIR,93.35,689
689,1420,SANTÍSIMA TRINIDAD,93.35,690
690,1180,RESIDENCIAL VILLA PRADO COAPA,93.35,691
691,1578,VILLA ESMERALDA,93.35,692
692,1062,PIEDAD NARVARTE,93.34,693
693,658,JAMAICA,93.34,694
694,694,LA ASUNCION I,93.33,695
695,1530,UNIDAD OBRERO HAB. CTM CULHUACAN ZONA 13,93.33,696
696,443,EL ENCINO DEL PUEBLO TETELPAN,93.32,697
697,1182,REVOLUCIÓN,93.32,698
698,512,ESPERANZA,93.32,699
699,180,AVE REAL,93.31,700
700,853,LORETO,93.31,701
701,966,NOXCALCO,93.3,702
702,19,2A SECCIÓN CAÑADA,93.3,703
703,210,BARRIO SAN ANDRÉS,93.3,704
704,753,LA PRIMAVERA,93.3,705
705,992,OLÍMPICA,93.29,706
706,387,CULHUACÁN CTM SECCIÓN V,93.29,707
707,1367,SANTA CRUZ (DEL PUEBLO DE SAN ANDRÉS MIXQUIC),93.28,708
708,1061,PEÑÓN DE LOS BAÑOS,93.27,709
709,1107,PRESIDENTES EJIDALES,93.26,710
710,1430,SEVILLA,93.26,711
711,1487,TLALCOLIGIA,93.26,712
712,1036,PEDREGAL DE SAN FRANCISCO,93.25,713
713,751,LA PRESA,93.25,714
714,1234,SAN BERNABÉ OCOTEPEC,93.24,715
715,156,AREA FEDERAL PANTEON SAN LORENZO TEZONCO,93.23,716
716,128,AMPLIACIÓN SAN MIGUEL,93.22,717
717,1579,VILLA GUSTAVO A. MADERO,93.2,718
718,1482,TLACAMACA,93.19,719
719,90,AMPLIACION SAN MIGUEL 8VA.,93.18,720
720,559,FUENTES DEL PEDREGAL,93.18,721
721,1131,PUENTE COLORADO,93.17,722
722,1206,ROSAS DEL TEPEYAC,93.17,723
723,1212,SAN AGUSTIN (VILLA MILPA ALTA),93.17,724
724,755,LA RAZA,93.17,725
725,1370,SANTA CRUZ ACAYUCAN,93.16,726
726,983,OBSERVATORIO,93.13,727
727,189,BARRIO 18,93.13,728
728,278,CALZADA JALALPA,93.12,729
729,707,LA CRUZ COYUYA,93.12,730
730,1609,ZACATÓN,93.11,731
731,324,CHIMALCOYOTL,93.1,732
732,1118,PUEBLO CULHUACÁN,93.1,733
733,1221,SAN ANDRÉS TOMATLÁN,93.07,734
734,1479,TIZAPAN,93.06,735
735,273,CABEZA DE JUAREZ VIII,93.05,736
736,647,IRRIGACIÓN,93.05,737
737,1070,PLAN DE IGUALA,93.04,738
738,886,MAGDALENA MIXIUHCA,93.02,739
739,399,DEL GAS,93.02,740
740,1368,SANTA CRUZ (VILLA MILPA ALTA),93.01,741
741,952,NARCISO MENDOZA SUPER MANZANA 4 VILLA COAPA,93.01,742
742,1566,VICTORIA DE LAS DEMOCRACIAS,93.01,743
743,160,ARENAL,93.01,744
744,815,LOMAS DE LA ERA,93.0,745
745,1237,SAN CLEMENTE SUR,93.0,746
746,969,NUEVA EL ROSARIO,92.98,747
747,1192,RINCONADA LAS CUEVITAS,92.97,748
748,417,DR. ALFONSO ORTIZ TIRADO,92.97,749
749,1406,SANTA ÚRSULA XITLA,92.97,750
750,1266,SAN JOSÉ DEL OLIVAR,92.96,751
751,111,AMPLIACIÓN GUADALUPE PROLETARIA,92.95,752
752,1603,XOCO,92.94,753
753,18,2A AMPLIACIÓN PRESIDENTES,92.94,754
754,858,LOS CIPRESES,92.92,755
755,200,BARRIO LA CONCEPCIÓN,92.92,756
756,546,FLORESTA COYOACÁN,92.91,757
757,132,AMPLIACIÓN SINATEL,92.9,758
758,923,MINAS CRISTO REY,92.9,759
759,2,12 DE DICIEMBRE,92.9,760
760,1348,SAN SEBASTIÁN,92.9,761
761,164,ARENAL 4A SECCIÓN,92.89,762
762,860,LOS ENCINOS,92.89,763
763,667,JARDINES DEL PEDREGAL DE SAN ÁNGEL,92.89,764
764,628,INDEPENDENCIA,92.88,765
765,1352,SAN SIMÓN TOLNAHUAC,92.88,766
766,1327,SAN NICOLÁS TETELCO,92.87,767
767,719,LA GUADALUPE,92.86,768
768,881,Las Aguilas (AOB-3),92.86,769
769,618,HÉROE DE NACOZARI,92.86,770
770,1002,PANCHIMALCO (SAN PEDRO ATOCPAN),92.86,771
771,330,CHURUBUSCO TEPEYAC,92.86,772
772,107,AMPLIACIÓN ESTADO DE HIDALGO,92.85,773
773,152,ARCOS DEL SUR,92.85,774
774,1339,SAN PEDRO XALPA,92.85,775
775,10,1° DE MAYO,92.84,776
776,1436,SINDICATO MEXICANO DE ELECTRICISTAS,92.83,777
777,928,MIRAVALLE,92.83,778
778,1088,POSTAL,92.82,779
779,103,AMPLIACIÓN DEL GAS,92.82,780
780,832,LOMAS DE SANTA FE,92.82,781
781,711,LA ESMERALDA,92.8,782
782,325,CHIMALISTAC,92.78,783
783,660,JARDINES DE CHURUBUSCO,92.78,784
784,1256,SAN JERÓNIMO ACULCO,92.77,785
785,547,FLORIDA,92.76,786
786,1050,PENSIL NORTE,92.76,787
787,1324,SAN MIGUEL XICALCO,92.76,788
788,338,COLA DE PATO - PUEBLO,92.74,789
789,435,EL CAPULÍN,92.73,790
790,490,EL VERGEL,92.73,791
791,1140,Pueblo San Antonio Tecomitl Barrio Xochitepec,92.72,792
792,1360,SANTA ANITA,92.72,793
793,863,LOS MANZANOS,92.72,794
794,1312,SAN MIGUEL (DEL PUEBLO DE SAN ANDRÉS MIXQUIC),92.72,795
795,67,ALBARRADA I,92.71,796
796,745,LA PLANTA,92.7,797
797,1483,TLACOPAC,92.7,798
798,764,LAGO SUR,92.69,799
799,173,ATACAXCO,92.69,800
800,581,GRANADA,92.69,801
801,7,1A VICTORIA,92.69,802
802,1141,PÓLVORA,92.68,803
803,586,GRANJAS ESTRELLA,92.68,804
804,468,EL PARQUE,92.68,805
805,529,EX HACIENDA SAN JUAN DE DIOS,92.68,806
806,394,DANIEL GARZA,92.67,807
807,826,LOMAS DE SAN BERNABÉ,92.66,808
808,1111,PROGRESO,92.65,809
809,1502,TORRES DE PADIERNA,92.65,810
810,1250,SAN FRANCISCO XOCOTITLA,92.63,811
811,1297,SAN LORENZO TLACOYUCAN,92.63,812
812,1332,SAN PABLO XALPA,92.63,813
813,1120,PUEBLO DE LOS REYES,92.63,814
814,884,MAGDALENA ATLAZOLPA,92.63,815
815,172,ASTURIAS,92.62,816
816,702,LA CONCEPCIÓN (VILLA MILPA ALTA),92.62,817
817,1037,PEDREGAL DE SAN NICOLÁS 1A SECCIÓN,92.62,818
818,1498,TOLTECA,92.62,819
819,117,AMPLIACIÓN MÁRTIRES DE RÍO BLANCO,92.61,820
820,534,EX-HIPÓDROMO DE PERALVILLO,92.59,821
821,973,NUEVA ROSITA,92.59,822
822,1247,SAN FRANCISCO TLALNEPANTLA,92.59,823
823,1310,SAN MATEO XALPA,92.58,824
824,857,LOS CEDROS,92.58,825
825,1431,SIDERAL,92.58,826
826,290,CANTERA PUENTE DE PIEDRA,92.57,827
827,795,LIBERALES DE 1857,92.56,828
828,452,EL MIRADOR,92.55,829
829,936,MOLINO DE SANTO DOMINGO,92.54,830
830,615,HUAYATLA,92.54,831
831,982,OBRERO POPULAR,92.54,832
832,1427,SELENE,92.53,833
833,1531,UNIDAD OBRERO HAB. CULHUACAN,92.53,834
834,209,BARRIO SAN AGUSTIN,92.52,835
835,1085,PORTALES ORIENTE,92.52,836
836,457,EL MIRADOR 2A SECCIÓN,92.52,837
837,1355,SANTA ANA,92.52,838
838,687,JUSTICIA SOCIAL,92.52,839
839,1098,PRADOS AJUSCO,92.52,840
840,1573,VILLA DE CORTES,92.52,841
841,49,ADOLFO RUIZ CORTINES,92.52,842
842,509,ESCUELA DE TIRO,92.51,843
843,518,ESTADO DE HIDALGO I,92.51,844
844,143,ANZURES,92.5,845
845,1257,SAN JERÓNIMO LÍDICE,92.5,846
846,153,ARCOS LA ESMERALDA,92.5,847
847,75,ALGARIN,92.5,848
848,1604,XOPA,92.5,849
849,298,CARMEN SERDÁN,92.49,850
850,567,GARCIMARRERO,92.48,851
851,134,AMPLIACIÓN TLACUITLAPA,92.48,852
852,865,LOS PADRES,92.48,853
853,289,CANTERA,92.47,854
854,1235,SAN BUENAVENTURA,92.46,855
855,916,MIGUEL HIDALGO 3A SECCIÓN,92.46,856
856,706,LA CRUZ,92.43,857
857,787,LEGARIA,92.43,858
858,1476,TIERRA NUEVA,92.42,859
859,187,BANJIDAL,92.42,860
860,1114,PROGRESO TIZAPAN,92.4,861
861,561,GABRIEL RAMOS MILLÁN,92.4,862
862,796,LIBERTAD,92.39,863
863,960,NICOLÁS BRAVO,92.38,864
864,1289,SAN JUANICO NEXTIPAC,92.38,865
865,845,LOMAS EL MANTO,92.38,866
866,1094,PRADO CHURUBUSCO,92.37,867
867,386,CULHUACÁN CTM SECCIÓN IX,92.37,868
868,1390,SANTA MARIA INSURGENTES,92.34,869
869,1317,SAN MIGUEL AJUSCO,92.34,870
870,888,MALACATES,92.34,871
871,248,BONDOJITO,92.34,872
872,1418,SANTO TOMAS,92.33,873
873,1586,VILLA QUIETUD,92.33,874
874,1075,PLENITUD,92.33,875
875,88,AMPLIACION SAN FRANCISCO CULHUACAN,92.32,876
876,1105,PRESIDENTES,92.32,877
877,1241,SAN FELIPE,92.31,878
878,482,EL SANTUARIO,92.3,879
879,1259,SAN JOAQUÍN,92.3,880
880,917,MIGUEL HIDALGO 4A SECCIÓN,92.3,881
881,678,JOSÉ MARIA MORELOS Y PAVÓN,92.29,882
882,730,LA MAGDALENA PETLACALCO,92.28,883
883,1392,SANTA MARIA MALINALCO,92.27,884
884,974,NUEVA SANTA ANITA,92.27,885
885,207,BARRIO NORTE,92.27,886
886,138,AMÉRICA,92.26,887
887,179,AVANTE,92.26,888
888,1194,RINCONADA LAS PLAYAS INFONAVIT,92.26,889
889,381,CUCHILLA LA JOYA,92.26,890
890,926,MIRADOR I,92.25,891
891,609,HIPÓDROMO CONDESA,92.25,892
892,360,COPILCO UNIVERSIDAD,92.24,893
893,1042,PEDREGAL DE SANTA ÚRSULA XITLA,92.24,894
894,259,BOSQUES DE TETLAMEYA,92.23,895
895,121,AMPLIACIÓN PETROLERA,92.22,896
896,3,15 DE AGOSTO,92.2,897
897,1555,VENTURA PÉREZ DE ALVA,92.2,898
898,329,CHURUBUSCO COUNTRY CLUB,92.2,899
899,1412,SANTIAGO NORTE,92.19,900
900,372,CUAJIMALPA,92.18,901
901,1124,PUEBLO NATIVITAS,92.18,902
902,1399,SANTA MARÍA NONOALCO,92.18,903
903,280,CAMISETAS - BARRIO,92.16,904
904,1587,VILLA ROYALE,92.16,905
905,233,BEJERO DEL PUEBLO SANTA FE,92.15,906
906,697,LA CASCADA,92.15,907
907,449,EL MANTO,92.13,908
908,1079,POLOTLAN,92.12,909
909,1122,PUEBLO DE SANTA URSULA COAPA,92.12,910
910,915,MIGUEL HIDALGO 2A SECCIÓN,92.1,911
911,377,CUCHILLA AGRÍCOLA ORIENTAL,92.1,912
912,695,LA ASUNCIÓN,92.1,913
913,277,CALTONGO,92.09,914
914,1417,SANTO DOMINGO,92.09,915
915,909,MICHOACANA,92.08,916
916,11,2 DE OCTUBRE,92.08,917
917,821,LOMAS DE NATIVITAS,92.08,918
918,515,ESTADIO OLIMPICO MEXICO 68,92.08,919
919,120,AMPLIACIÓN PENITENCIARIA,92.07,920
920,1350,SAN SIMÓN CULHUACÁN,92.07,921
921,914,MIGUEL HIDALGO 1A SECCIÓN,92.07,922
922,1503,TORRES DE POTRERO,92.06,923
923,991,OLIVAR DEL CONDE 2A SECCIÓN,92.06,924
924,1117,PUEBLA,92.04,925
925,366,CRISTO REY,92.02,926
926,640,INPI PICOS,92.02,927
927,1445,TECACALANCO,92.01,928
928,896,MARIA G. DE GARCÍA RUIZ,92.01,929
929,646,INTEGRACIÓN LATINOAMERICANA,92.0,930
930,1246,SAN FRANCISCO TETECALA,92.0,931
931,1262,SAN JOSÉ ACULCO,92.0,932
932,1519,UN HOGAR PARA CADA TRABAJADOR,92.0,933
933,1231,SAN BARTOLOMÉ (DEL PUEBLO DE SAN ANDRÉS MIXQUIC),91.99,934
934,274,CABEZA DE JUAREZ X,91.99,935
935,1276,SAN JUAN DE ARAGÓN V SECCIÓN,91.98,936
936,183,AZTECA,91.98,937
937,1283,SAN JUAN TEPEPAN,91.98,938
938,624,IGNACIO ALLENDE,91.98,939
939,1210,SALVADOR DÍAZ MIRÓN,91.97,940
940,54,AGRÍCOLA METROPOLITANA,91.96,941
941,429,EJIDOS SAN JUAN DE ARAGON 1A SECCION,91.96,942
942,1380,SANTA INES,91.96,943
943,1552,VALLEJO PONIENTE,91.94,944
944,571,GENERAL IGNACIO ZARAGOZA,91.94,945
945,485,EL TEJOCOTE,91.94,946
946,384,CUEVITAS,91.93,947
947,101,AMPLIACIÓN COSMOPOLITA,91.93,948
948,1540,VALLE DE LUCES 2A SECCION,91.93,949
949,553,FRACCIONAMIENTO COYUYA,91.92,950
950,1439,SOLIDARIDAD NACIONAL,91.92,951
951,1393,SANTA MARIA NONOALCO,91.92,952
952,465,EL OLIVO,91.91,953
953,611,HOGAR Y SEGURIDAD,91.89,954
954,1382,SANTA ISABEL INDUSTRIAL,91.88,955
955,424,EDUCACIÓN,91.88,956
956,870,LOS REYES (DEL PUEBLO DE SAN ANDRÉS MIXQUIC),91.87,957
957,643,INSURGENTES MIXCOAC,91.87,958
958,389,CULHUACÁN CTM SECCIÓN VII,91.86,959
959,577,GOLONDRINAS,91.85,960
960,808,LOMAS DE CAPULA,91.85,961
961,1183,REYNOSA TAMAULIPAS,91.84,962
962,1239,SAN DIEGO CHURUBUSCO,91.84,963
963,979,NUEVA VALLEJO,91.84,964
964,893,MANUEL RIVERA ANAYA CROC 1,91.83,965
965,929,MIXCOAC,91.82,966
966,50,AERONÁUTICA MILITAR,91.81,967
967,1584,VILLA PANAMERICANA,91.79,968
968,175,ATLAMAXAC,91.78,969
969,440,EL CUERNITO,91.77,970
970,584,GRANJAS DE SAN ANTONIO,91.77,971
971,1161,REFORMA PENSIL,91.77,972
972,405,DEL RECREO,91.77,973
973,1104,PRESIDENTE MADERO,91.76,974
974,1497,TLAZINTLA,91.76,975
975,1172,RESIDENCIAL LA ESCALERA,91.75,976
976,621,HÉROES DE CHAPULTEPEC,91.75,977
977,934,MODERNA,91.75,978
978,635,INDUSTRIAS MILITARES DE SEDENA,91.74,979
979,5,19 DE MAYO,91.74,980
980,497,EMILIO CARRANZA,91.74,981
981,1296,SAN LORENZO TEZONCO FOVISSSTE,91.73,982
982,145,AQUILES SERDÁN,91.73,983
983,390,CULHUACÁN CTM SECCIÓN X,91.73,984
984,343,COLONIAL IZTAPALAPA,91.73,985
985,1039,PEDREGAL DE SAN NICOLÁS 3A SECCIÓN,91.72,986
986,109,AMPLIACIÓN GABRIEL RAMOS MILLÁN,91.7,987
987,305,CAÑADA,91.69,988
988,788,LETRÁN VALLE,91.69,989
989,1532,UNIDAD PROFESIONAL ADOLFO LOPEZ MATEOS,91.69,990
990,1245,SAN FRANCISCO TECOXPA,91.68,991
991,592,GUADALUPE INSURGENTES,91.66,992
992,260,BOSQUES DEL PEDREGAL,91.66,993
993,704,LA CONCHITA,91.65,994
994,1561,VERONICA ANZURES,91.65,995
995,226,BARRIO SANTA CATARINA,91.63,996
996,1227,SAN BARTOLO AMEYALCO,91.6,997
997,496,EMILIANO ZAPATA FRACCIONAMIENTO POPULAR,91.6,998
998,1302,SAN LUCAS XOCHIMANCA,91.58,999
999,1409,SANTIAGO AHUIZOTLA,91.57,1000
1000,1580,VILLA HERMOSA,91.57,1001
1001,1567,VILLA CENTRO AMERICANA,91.56,1002
1002,919,MILITAR MARTE,91.55,1003
1003,1363,SANTA CATARINA,91.54,1004
1004,212,BARRIO SAN CRISTÓBAL,91.54,1005
1005,703,LA CONCHA,91.54,1006
1006,1011,PARAÍSO,91.53,1007
1007,1474,TIERRA BLANCA,91.53,1008
1008,525,EUZKADI,91.53,1009
1009,141,ANGEL ZIMBRON,91.51,1010
1010,1230,SAN BARTOLO EL CHICO,91.51,1011
1011,1219,SAN ANDRÉS DE LAS SALINAS,91.5,1012
1012,885,MAGDALENA DE LAS SALINAS,91.5,1013
1013,250,BOSQUE,91.5,1014
1014,369,CRUZTITLA (SAN ANTONIO TECOMITL),91.5,1015
1015,1626,ÁLVARO OBREGÓN,91.49,1016
1016,1516,TULYEHUALCO,91.47,1017
1017,1083,POPULAR RASTRO,91.46,1018
1018,113,AMPLIACIÓN LA CEBADA,91.46,1019
1019,16,2A AMPLIACIÓN JALALPA TEPITO,91.46,1020
1020,1545,VALLE DE TEPEPAN,91.46,1021
1021,1473,TEZOZOMOC,91.46,1022
1022,874,LOS VOLCANES,91.46,1023
1023,235,BELEN DE LAS FLORES SECCION LOMITA,91.45,1024
1024,1512,TRIANGULO DE LAS AGUJAS,91.45,1025
1025,1614,ZEDEC SANTA FE,91.42,1026
1026,1419,SANTO TOMAS AJUSCO,91.4,1027
1027,1506,TORRES LINDAVISTA,91.38,1028
1028,1356,SANTA ANA CENTRO,91.37,1029
1029,835,LOMAS DE SOTELO I,91.37,1030
1030,12,20 DE NOVIEMBRE,91.36,1031
1031,297,CARLOS ZAPATA VELA,91.36,1032
1032,96,AMPLIACIÓN ASTURIAS,91.35,1033
1033,716,LA FORESTAL 2,91.35,1034
1034,520,ESTANZUELA,91.32,1035
1035,1024,PASEOS DE TAXQUEÑA,91.32,1036
1036,477,EL RODEO,91.32,1037
1037,150,ARBOLEDAS DEL SUR,91.3,1038
1038,574,GERTRUDIS SÁNCHEZ 1A SECCIÓN,91.29,1039
1039,1017,PARQUE NACIONAL CERRO  DE LA ESTRELLA,91.29,1040
1040,585,GRANJAS ESMERALDA,91.28,1041
1041,1537,VALENTÍN GÓMEZ FARIAS,91.27,1042
1042,471,EL POCITO,91.27,1043
1043,1501,TORRE BLANCA,91.27,1044
1044,1288,SAN JUANICO,91.26,1045
1045,72,ALDANA,91.25,1046
1046,1267,SAN JOSÉ INSURGENTES,91.23,1047
1047,1228,SAN BARTOLO ATEPEHUACAN,91.23,1048
1048,234,BELEN DE LAS FLORES SECCION CUCHILLA,91.22,1049
1049,1333,SAN PEDRO,91.21,1050
1050,1325,SAN MIGUEL ZAPOTITLA,91.2,1051
1051,362,CORPUS CHRISTY,91.19,1052
1052,659,JANITZIO,91.19,1053
1053,652,IZTACCIHUATL,91.18,1054
1054,765,LAS AGUILAS,91.18,1055
1055,599,GUADALUPITA,91.18,1056
1056,224,BARRIO SAN PEDRO,91.17,1057
1057,844,LOMAS DEL PEDREGAL FRAMBOYANES,91.16,1058
1058,905,MERCED BALBUENA,91.16,1059
1059,1204,ROMERO RUBIO,91.15,1060
1060,82,AMPLIACION ADOLFO LOPEZ MATEOS,91.15,1061
1061,396,DEFENSORES DE LA REPÚBLICA,91.14,1062
1062,148,ARAGÓN LA VILLA,91.14,1063
1063,522,ESTRELLA CULHUACÁN,91.14,1064
1064,1307,SAN MATEO,91.13,1065
1065,1148,RANCHO TEJOMULCO,91.13,1066
1066,1607,ZACATENCO,91.13,1067
1067,1220,SAN ANDRÉS TETEPILCO,91.12,1068
1068,852,LORENZO BOTURINI,91.12,1069
1069,1314,SAN MIGUEL (SANTA ANA TLACOTENCO),91.1,1070
1070,1213,SAN AGUSTIN OHTENCO,91.1,1071
1071,573,GERTRUDIS SANCHEZ 3A SECCION,91.08,1072
1072,351,CONDESA,91.07,1073
1073,587,GRANJAS MODERNAS,91.07,1074
1074,1218,SAN ANDRÉS AHUAYUCAN,91.06,1075
1075,213,BARRIO SAN DIEGO,91.05,1076
1076,517,ESTADO DE HIDALGO,91.05,1077
1077,475,EL RETOÑO,91.05,1078
1078,572,GENERAL PEDRO MARIA ANAYA,91.04,1079
1079,895,MARGARITA MAZA DE JUÁREZ,91.04,1080
1080,47,ACULCO,91.04,1081
1081,1038,PEDREGAL DE SAN NICOLÁS 2A SECCIÓN,91.03,1082
1082,1119,PUEBLO DE LA MAGDALENA MIXIUHCA,91.03,1083
1083,563,GABRIEL RAMOS MILLÁN SECCIÓN TLACOTAL,91.03,1084
1084,657,JALALPA TEPITO,91.02,1085
1085,700,LA CONCEPCION,91.02,1086
1086,1320,SAN MIGUEL TEHUISCO,90.99,1087
1087,460,EL MIRADOR I(SAN LUCAS XOCHIMANCA),90.98,1088
1088,722,LA JOYA,90.98,1089
1089,947,MÉXICO NUEVO,90.98,1090
1090,726,LA LOMA,90.97,1091
1091,1205,ROSARIO TLALI,90.97,1092
1092,1494,TLATILCO,90.97,1093
1093,760,LA VALENCIANA,90.93,1094
1094,1600,XALTIPAC (SAN ANTONIO TECOMITL),90.93,1095
1095,112,AMPLIACIÓN JALALPA,90.93,1096
1096,89,AMPLIACION SAN JUAN DE ARAGON CTM,90.92,1097
1097,20,2A. AMPLIACION JALALPA EL GRANDE,90.92,1098
1098,511,ESPARTACO,90.92,1099
1099,723,LA JOYITA,90.9,1100
1100,1253,SAN ISIDRO,90.9,1101
1101,709,LA ERA,90.88,1102
1102,1581,VILLA LÁZARO CÁRDENAS,90.88,1103
1103,963,NOCHTLA (SAN PEDRO ATOCPAN),90.87,1104
